dt device_translation_speed_cmd device_rotation_speed_cmd 
0.100000000 2.000427246 -0.001754835
0.100000000 2.000427246 -0.001754835
0.100000000 2.000427246 -0.006472617
0.100000000 2.000427246 -0.006472617
0.100000000 2.000122070 0.006417856
0.100000000 2.000122070 0.006417856
0.100000000 2.000045776 0.022588596
0.100000000 2.000045776 0.022588596
0.100000000 1.925041199 0.016031042
0.100000000 1.925041199 0.016031042
0.100000000 2.000053406 0.003966838
0.100000000 2.000053406 0.003966838
0.100000000 1.788291931 0.814838707
0.100000000 1.788291931 0.814838707
0.100000000 1.300544739 1.807100773
0.100000000 1.300544739 1.807100773
0.100000000 1.499404907 1.425403357
0.100000000 1.499404907 1.425403357
0.100000000 1.805381775 0.415281355
0.100000000 1.805381775 0.415281355
0.100000000 1.898651123 -0.261674523
0.100000000 1.898651123 -0.261674523
0.100000000 1.960105896 -0.294648707
0.100000000 1.960105896 -0.294648707
0.100000000 1.994438171 -0.068547428
0.100000000 1.994438171 -0.068547428
0.100000000 2.005844116 0.061689019
0.100000000 2.005844116 0.061689019
0.100000000 1.883163452 0.410434604
0.100000000 1.883163452 0.410434604
0.100000000 1.771850586 0.827642679
0.100000000 1.771850586 0.827642679
0.100000000 1.840545654 0.293915272
0.100000000 1.840545654 0.293915272
0.100000000 1.855552673 0.497630835
0.100000000 1.855552673 0.497630835
0.100000000 1.824607849 0.742377639
0.100000000 1.824607849 0.742377639
0.100000000 1.874580383 0.675333738
0.100000000 1.874580383 0.675333738
0.100000000 1.876518250 0.425748229
0.100000000 1.876518250 0.425748229
0.100000000 1.989868164 0.109874606
0.100000000 1.989868164 0.109874606
0.100000000 2.007980347 -0.037361979
0.100000000 2.007980347 -0.037361979
0.100000000 2.018051147 -0.039243102
0.100000000 2.018051147 -0.039243102
0.100000000 2.018699646 -0.096454024
0.100000000 2.018699646 -0.096454024
0.100000000 2.017822266 -0.134515166
0.100000000 2.017822266 -0.134515166
